of_amp_gls,of_amp_td,emp_amp_scaled,resid_of,resid_emp
8435.460468580775,8435.457429876398,8434.11194365438,5.3521439799655245e+17,1.1108752089467409e+18
8437.283352688,8437.282484119332,8439.921175395293,5.352821508659429e+17,1.1111916879103268e+18
8444.742898027158,8444.740921078297,8445.48049466422,5.367645916811689e+17,1.1136929688785475e+18
8421.998553254512,8421.996355060404,8425.06622622888,5.332921342614059e+17,1.107116940138811e+18
8430.88067596145,8430.878791258156,8429.761049704983,5.3487481407163e+17,1.1099107118257071e+18
8438.96823708269,8438.965902542153,8438.753028670057,5.353746022009394e+17,1.1115142456169783e+18
8435.43408164768,8435.43462813406,8434.896337173857,5.352758974750232e+17,1.1109330868985294e+18
8422.223571508212,8422.221564900974,8423.219425819168,5.3364496784950074e+17,1.1075004882129647e+18
8438.33486256527,8438.333925432555,8441.067608013831,5.3555961940579885e+17,1.1116127103364621e+18
8417.952208361918,8417.952475086026,8420.219945767896,5.3301715395861005e+17,1.1062907243743599e+18
8439.300410207896,8439.301346720651,8441.267106827318,5.358367984449024e+17,1.1120217444659059e+18
8431.767695006682,8431.766091837893,8432.951967547056,5.34709001235121e+17,1.1098658481738456e+18
8418.520344211507,8418.520491373758,8418.271681584483,5.33167012638053e+17,1.1065180294941384e+18
8437.595043789792,8437.59482171315,8437.314414040779,5.361593628334905e+17,1.1121115236430002e+18
8433.680540508534,8433.679638106014,8435.355010310554,5.354180254235166e+17,1.1108358519919898e+18
8436.585158450169,8436.583062716802,8436.996606732964,5.35501608192203e+17,1.1113158900954327e+18
8436.299227542146,8436.29710779497,8431.143025488012,5.359051523434271e+17,1.1116805420949443e+18
8437.037503092046,8437.036583585872,8435.2819073146,5.3554407036247315e+17,1.1114201545266074e+18
8426.89239554813,8426.88983648553,8425.57516081507,5.345177237385985e+17,1.1090097064807826e+18
8423.785037831689,8423.783630151338,8425.815738739297,5.330517331492504e+17,1.1071200313604421e+18
8434.138229951906,8434.137429415765,8430.936993237574,5.356056227581893e+17,1.1110860267831144e+18
8432.258927306819,8432.258308845352,8431.523207569826,5.3500422687794464e+17,1.1102281402646181e+18
8414.986195989557,8414.985456429487,8413.98769669352,5.3316747191523955e+17,1.1060372155680526e+18
8444.67310331938,8444.671557294732,8446.716739962794,5.361934341806281e+17,1.1131122425382964e+18
8418.285965783609,8418.286334342629,8418.063056327053,5.334297222377358e+17,1.1067488137878104e+18
8438.049536459966,8438.045516822944,8440.928060962424,5.352536360444451e+17,1.1112677677566218e+18
8434.28776412165,8434.28692771164,8436.669192994026,5.349154670983864e+17,1.1104161391116991e+18
8429.844124212106,8429.842996386684,8430.19348307307,5.338099717584069e+17,1.1087044439221507e+18
8436.507989590573,8436.508536349593,8436.146375964598,5.354362017415397e+17,1.1112399689838132e+18
8439.555838774375,8439.54963488359,8439.43671647902,5.3556730754440205e+17,1.1117871840774796e+18
8430.863675152485,8430.862296203113,8429.67800270577,5.3514460739456154e+17,1.110178187675101e+18
8445.539298391497,8445.537375512567,8442.030015898592,5.369292794457018e+17,1.1139665841564799e+18
8399.362759475358,8399.3600737175,8403.036849291693,5.304678647660208e+17,1.1012122643613934e+18
8459.554502889212,8459.550446814694,8459.772082254201,5.386150882727573e+17,1.1175690531976627e+18
8423.549270449459,8423.546593824678,8426.51447613416,5.3362315158974195e+17,1.1076592927336392e+18
8437.893294458558,8437.891516278443,8436.07069211312,5.35663783778881e+17,1.1116567008387604e+18
8434.595545389599,8434.596343045887,8438.645947093306,5.35099143966295e+17,1.110641777346519e+18
8435.199416752606,8435.199086332286,8436.889308685955,5.352604674094143e+17,1.1108855737257898e+18
8429.616924754097,8429.614746450035,8427.598875705457,5.339773885792313e+17,1.108840930894621e+18
8430.849601091524,8430.848419653628,8430.598252298852,5.3460907890446976e+17,1.1096407161858939e+18
8430.63866268593,8430.636765950585,8426.140707155531,5.35056612416602e+17,1.1100595808069618e+18
8420.438339431252,8420.435314869004,8418.523125845333,5.333984425443079e+17,1.1070107840076056e+18
8439.88086751997,8439.880846531356,8436.605947571548,5.3664860418574125e+17,1.1129129431778972e+18
8438.074044556435,8438.072200583858,8441.543545338565,5.3510745812473274e+17,1.1111249212248104e+18
8438.122991123459,8438.122454952361,8437.170622549,5.359806995836255e+17,1.1120049549068573e+18
8427.873782583352,8427.874210436901,8424.858449504176,5.343301282455018e+17,1.1089559702684122e+18
8435.946490999026,8435.942629438658,8438.480109285454,5.352841253258689e+17,1.1110111771990601e+18
8440.707935947348,8440.704530478957,8443.962461839043,5.360284900559529e+17,1.1124056150471302e+18
8436.228158275222,8436.227516880237,8437.346111222265,5.351802011674195e+17,1.1109457346003145e+18
8430.23010627261,8430.228948618655,8430.31728238648,5.35650045489474e+17,1.1105971713908623e+18
8436.242213725649,8436.23959119841,8435.166687045306,5.356450021083102e+17,1.1114125084442628e+18
8421.366798039046,8421.36552740676,8423.80169125995,5.332357788178825e+17,1.1069745155033844e+18
8412.580452219083,8412.577249095408,8415.208926249506,5.321981978043195e+17,1.1047403454534248e+18
8416.938040845554,8416.937771627427,8419.590910358434,5.327928406330838e+17,1.1059282775659432e+18
8441.992670734042,8441.992354008988,8441.207465952477,5.363920057282838e+17,1.1129447015343361e+18
8438.468624362025,8438.467322159688,8439.73894801777,5.3568069711037274e+17,1.1117520872649795e+18
8421.468188237968,8421.46731565418,8420.610549651814,5.3369190859214694e+17,1.1074445420293961e+18
8436.655760432383,8436.654080695607,8439.202320096958,5.3522861157866464e+17,1.1110524780619644e+18
8434.049889837415,8434.050052912888,8434.118236779825,5.3470939870321114e+17,1.1101776665127122e+18
8419.664439813585,8419.664177272933,8416.00503701832,5.33842826638549e+17,1.1073497777695992e+18
8432.48173843636,8432.479997786852,8436.46519601476,5.345690243768488e+17,1.1098232202906254e+18
8435.032848744897,8435.030968088406,8433.11666010028,5.3606106905606406e+17,1.1116635314608873e+18
8407.33490709764,8407.334228440777,8403.994522504318,5.3225346630606586e+17,1.1040819828586783e+18
8433.153361989122,8433.149385998855,8436.099342158355,5.352890904056738e+17,1.1106349504580641e+18
8427.785021113836,8427.782336586453,8431.021811262162,5.331338259795934e+17,1.1077474094925339e+18
8439.130415245618,8439.127563017402,8441.222709646236,5.3550370455034176e+17,1.1116654352118024e+18
8435.867470685313,8435.866802264885,8440.073683239627,5.352569059278522e+17,1.1109731306081761e+18
8423.688577321507,8423.689312355711,8425.610220324128,5.3352245271493843e+17,1.1075776064221818e+18
8440.400053168192,8440.397078563568,8437.209449624459,5.361147529897132e+17,1.1124499907403348e+18
8438.560609368433,8438.556748471734,8434.161738116105,5.3597729036098144e+17,1.1120613802173396e+18
8422.887079869452,8422.883065360973,8420.876427421792,5.3392701382556154e+17,1.1078730295704764e+18
8424.376052594964,8424.374037556237,8426.326596858537,5.338207305996348e+17,1.1079695871610683e+18
8438.071609198094,8438.070294924353,8437.619272062242,5.3554348839156314e+17,1.1115607162205713e+18
8436.179721405804,8436.176820546036,8432.54421817893,5.3588368808474515e+17,1.1116427277596662e+18
8438.4660351939,8438.464915542692,8439.773953356393,5.354077518074439e+17,1.111478787519106e+18
8421.72839134028,8421.726160158407,8418.628227582458,5.334928561373055e+17,1.1072810007356099e+18
8438.131743362388,8438.12935474174,8436.341026783237,5.356090972429782e+17,1.1116345682772959e+18
8430.446520198066,8430.443489198718,8433.199083746524,5.348119308138301e+17,1.1097885102168812e+18
8421.457609264608,8421.455321153597,8422.832679957515,5.3325334782908115e+17,1.1070044845487479e+18
8441.854950922703,8441.852766747652,8442.92624723377,5.357466700131347e+17,1.1122805085652392e+18
8436.849280679191,8436.84837010319,8436.23669791936,5.3550477024405434e+17,1.1113551318598792e+18
8435.12255718307,8435.12011093806,8437.252996987414,5.353753914904986e+17,1.1109899970128152e+18
8422.526915236167,8422.525046367951,8424.450337647815,5.3349691931042374e+17,1.1073937546437983e+18
8437.989095457775,8437.985527695906,8436.828094034936,5.3566382910953536e+17,1.1116698091070438e+18
8407.611903138948,8407.609997564963,8406.483240485875,5.3198164411074944e+17,1.1038477866849649e+18
8434.371240337137,8434.36929666697,8432.732152123466,5.351620456628775e+17,1.110674209088988e+18
8458.12292718911,8458.125870564874,8459.367648102247,5.379463537471567e+17,1.1167043617212498e+18
8434.735325593574,8434.733202456704,8431.652578598918,5.358859221802869e+17,1.1114478085323293e+18
8434.98834280988,8434.986336450687,8433.718489662388,5.35948487941502e+17,1.1115448602255121e+18
8430.674641682137,8430.672732985317,8427.922660495971,5.352639567978542e+17,1.1102717897993208e+18
8429.437298471319,8429.437732707112,8430.864654257,5.3463768903781395e+17,1.1094766468313691e+18
8437.288563600265,8437.28839531356,8438.96710076255,5.353146062196162e+17,1.1112248784147123e+18
8420.452006986028,8420.45081692311,8417.149016804678,5.3313033096317734e+17,1.1067445688497289e+18
8437.18106710863,8437.17988129285,8441.570125446933,5.34902890215856e+17,1.1107984203681857e+18
8432.437401043171,8432.432763494977,8430.213549546212,5.352528635129639e+17,1.110501163917814e+18
8421.56961309148,8421.56516132129,8423.825996805377,5.335415472975748e+17,1.1073079238807607e+18
8437.253048346025,8437.25302070496,8436.935268047524,5.351660316855063e+17,1.1110715049883233e+18
8430.591392388556,8430.588050190148,8434.93886865182,5.347449834825543e+17,1.1097412848020284e+18
8440.874099474711,8440.870843681118,8441.617397392416,5.3536581525447296e+17,1.1117656958354107e+18
8422.501990314551,8422.49868197425,8419.340560422444,5.3410538905382566e+17,1.1079989534987382e+18
8438.175831354005,8438.174137039881,8440.63338321626,5.3565227832738157e+17,1.111683663370207e+18
8437.477713962191,8437.473035796487,8438.538471574358,5.360348803257986e+17,1.111970990078434e+18
8437.745638428296,8437.744758006382,8439.556323118224,5.3486486747953664e+17,1.1108375358831236e+18
8432.890364067285,8432.889961237091,8433.821104140485,5.3491393174050835e+17,1.1102239565902376e+18
8422.760973368326,8422.758775367776,8424.033876681326,5.3397653384826336e+17,1.1079052823795862e+18
8418.543759137478,8418.541320654087,8415.007684747763,5.32946728536271e+17,1.1063010160614776e+18
8431.032135495438,8431.031726208177,8427.366475290595,5.3501086750450765e+17,1.1100674893500837e+18
8435.594671925808,8435.591947483994,8433.801393471042,5.352257903055963e+17,1.1109049292869582e+18
8444.357346825635,8444.353044488056,8445.323022360491,5.35906345957881e+17,1.1127820384856539e+18
8428.294695709012,8428.29206218612,8427.022188417584,5.3456766630905504e+17,1.1092508636779562e+18
8423.57313541772,8423.574965733358,8424.48079547398,5.335546513248638e+17,1.1075940960282463e+18
8420.278075977349,8420.278436064164,8417.814801380408,5.334793938241049e+17,1.1070699142952911e+18
8438.855668461445,8438.853627172251,8443.374399023442,5.352970310335187e+17,1.1114211867554948e+18
8440.541018353113,8440.537699629256,8440.09140094638,5.359528134098096e+17,1.1123072344080567e+18
8438.36225684972,8438.360167552823,8439.098231768661,5.3558022785383635e+17,1.1116371085022067e+18
8438.917964046608,8438.915030962846,8437.678909946344,5.35792947297344e+17,1.1119257516964691e+18
8436.249104789242,8436.246518175583,8436.670730294973,5.355410339020218e+17,1.1113094437597496e+18
8437.303250221217,8437.30068482375,8435.449326458944,5.3553227133678266e+17,1.1114446360314944e+18
8424.667847996176,8424.666781702312,8421.908665276485,5.3443017581348205e+17,1.1086189232366916e+18
8429.438278636002,8429.436486338735,8428.123975159564,5.350921192877048e+17,1.109931278650046e+18
8435.033175027977,8435.033353316343,8431.104021482552,5.3582868878200723e+17,1.1114312455756727e+18
8434.130966376018,8434.131722017226,8433.552055289583,5.350464970653412e+17,1.1105258449182198e+18
8437.254565847374,8437.25521155346,8440.485849039525,5.3573288329280224e+17,1.1116384757835439e+18
8434.098471860012,8434.096638848732,8435.733608068782,5.3569876706612934e+17,1.1111736257277729e+18
8433.651902566824,8433.650658994673,8434.087263086547,5.345854097929672e+17,1.1099993592175261e+18
8448.368008531173,8448.366283885442,8447.038338303824,5.370539073056015e+17,1.1144777630946804e+18
8439.831302582057,8439.828223090208,8438.746542013503,5.36018254034537e+17,1.1122757703025765e+18
8437.528497519726,8437.527626020645,8439.443725512625,5.3589269947863654e+17,1.1118357209686572e+18
8423.719737630152,8423.716800687896,8423.514076043806,5.3401948980420064e+17,1.1080789431703282e+18
8431.546018520783,8431.544846237652,8429.048122608378,5.348894822786884e+17,1.1100161783307725e+18
8439.354778108265,8439.35476297139,8436.682817636583,5.363535795835814e+17,1.1125460644451244e+18
8435.527238793122,8435.524786665552,8436.703578312194,5.353105761813911e+17,1.110980437799833e+18
8423.23489837711,8423.233254137556,8425.59515148603,5.3362031638147386e+17,1.107613626526723e+18
8420.129976153441,8420.129830444419,8418.33022655802,5.3402376871561574e+17,1.1075940957968792e+18
8439.613225263281,8439.610600599215,8439.070281794902,5.357572094676089e+17,1.1119849327838339e+18
8437.66612665128,8437.662738366551,8438.337773084004,5.3562199145911616e+17,1.1115838329715896e+18
8423.534542009686,8423.535642108362,8424.760995090875,5.3330793057411e+17,1.1073421073669389e+18
8414.339644340116,8414.338626299239,8412.646757620974,5.327561334552012e+17,1.1055378666391487e+18
8423.560893752854,8423.562167432052,8423.980573233102,5.332761889326588e+17,1.1073139772521898e+18
8440.163939704817,8440.162392535392,8441.036251242263,5.358514613257834e+17,1.1121543537774565e+18
8435.549388409294,8435.54851940041,8433.546112622224,5.35706591149278e+17,1.11137955468866e+18
8435.896642922533,8435.896543113451,8434.902162191067,5.3537424673517875e+17,1.111094582109241e+18
8442.163729606298,8442.162658776295,8443.966518339215,5.357645490100163e+17,1.1123405460786706e+18
8435.118460196809,8435.114936595932,8432.302944122053,5.353350804317822e+17,1.1109492493381979e+18
8427.390684884214,8427.389430744523,8424.71180120443,5.3453371897355834e+17,1.1090936778236311e+18
8434.295479308155,8434.293382993488,8433.417466297531,5.352802527613063e+17,1.1107820584024498e+18
8436.246212912834,8436.245514662041,8433.445785880402,5.355464579735174e+17,1.1113145529271963e+18
8434.845966852185,8434.84323922764,8432.819512162188,5.3544204525118694e+17,1.1110190052154386e+18
8436.296975283549,8436.297381334343,8435.58612581336,5.353546077431421e+17,1.111129579941597e+18
8436.326238009833,8436.323848930806,8434.79644516609,5.360345771179845e+17,1.1118135639609303e+18
8431.635730603066,8431.6359140142,8435.373854442088,5.346564812025083e+17,1.1097952616148543e+18
8416.328706563354,8416.324268425877,8412.308308855983,5.334166465050469e+17,1.1064692684754816e+18
8439.347777126664,8439.34993166093,8440.469408636192,5.3533540303104294e+17,1.1115268378829409e+18
8420.070515279138,8420.070091238353,8416.755062827706,5.341068814686583e+17,1.1076691452320456e+18
8436.623157664877,8436.620481366612,8438.486536409775,5.3580049100021926e+17,1.1116199239780428e+18
8445.284393800246,8445.283204056414,8441.559228580507,5.3653634894544666e+17,1.1135388270768493e+18
8421.387542168919,8421.38753144852,8417.895461900078,5.34170270198081e+17,1.1079119800442454e+18
8433.255888772452,8433.253944819126,8433.819064032941,5.3549235472805766e+17,1.1108522635381076e+18
8434.457916355426,8434.45722662858,8434.888544601217,5.348552860730392e+17,1.1103792268143055e+18
8438.17465912718,8438.171546295569,8438.810898392101,5.353250470556561e+17,1.1113563172063844e+18
8435.302855182194,8435.301974140111,8434.516074095991,5.358636782769047e+17,1.1115029635012072e+18
8437.234247984497,8437.232771894942,8436.854290906105,5.358628896926415e+17,1.1117657980093321e+18
8432.097334329399,8432.095758178173,8429.57500116065,5.35287682969283e+17,1.1104895940149294e+18
8438.179276798997,8438.176855271242,8434.933425763133,5.3596115734322835e+17,1.1119931541518257e+18
8420.594330145539,8420.594241414801,8420.168486245868,5.3406704652265805e+17,1.107700603970585e+18
8442.402584770984,8442.400996272772,8443.48185560089,5.3635264237328045e+17,1.1129612841196681e+18
8428.35769313545,8428.35802833963,8426.187633021418,5.3460216719380346e+17,1.1092939777690492e+18
8424.29011608983,8424.287394763347,8426.062650485848,5.3436156530796474e+17,1.1084987126252424e+18
8428.028073566824,8428.026448500064,8431.355607150323,5.339580626886552e+17,1.1086047874822798e+18
8434.033075260124,8434.03195747614,8433.359636581723,5.355307549671277e+17,1.1109967465861066e+18
8425.686054471555,8425.68436297186,8427.681506261239,5.3408212084827674e+17,1.1084095520371619e+18
8433.32739745556,8433.325085424154,8429.021599610707,5.3548327517566886e+17,1.1108530619920454e+18
8429.458004703982,8429.458498798082,8429.735446422254,5.3510413366823104e+17,1.1099459440319164e+18
8434.23461488762,8434.230501509857,8430.750441535993,5.361753845605344e+17,1.1116689487926822e+18
8419.703786829521,8419.70243198077,8419.111835168329,5.3338585836551974e+17,1.1068980939216292e+18
8434.44447608012,8434.444758961858,8432.673165297218,5.352870362134694e+17,1.1108091973153481e+18
8422.744331203974,8422.741573573221,8425.136563472039,5.335157611171841e+17,1.1074422139500608e+18
8440.090795148864,8440.09054976462,8438.190252539358,5.356680466935532e+17,1.1119610191606131e+18
8427.880571904449,8427.880954869937,8426.276135844839,5.3477377000558195e+17,1.1094005029235798e+18
8415.3291340343,8415.328152156462,8417.5294591938,5.321765802478959e+17,1.1050929383821276e+18
8431.276031224192,8431.275005512478,8432.262783883467,5.3464686376783296e+17,1.1097366417507206e+18
8437.674165688411,8437.672151033132,8441.078823721797,5.356373738451192e+17,1.1116002451068154e+18
8434.689968536137,8434.690036009233,8434.682684403648,5.351105962381356e+17,1.1106662163551702e+18
8421.413887908184,8421.411770367256,8419.928931401784,5.337839985294405e+17,1.1075292485692941e+18
8420.212378362608,8420.209647022919,8423.451014053899,5.332396651293815e+17,1.1068210939397632e+18
8426.839335230872,8426.837180162864,8426.138344816367,5.34867320217156e+17,1.109352053099647e+18
8421.257637500956,8421.259236794514,8420.609439992075,5.344919392484369e+17,1.1082158783207583e+18
8418.452125730204,8418.45230280166,8417.058577689864,5.33494679104185e+17,1.1068364321423809e+18
8449.869434631526,8449.867219572003,8449.441526257651,5.369703988243592e+17,1.1145994875583977e+18
8430.996733989228,8430.994502167729,8429.954073228417,5.3473778970342515e+17,1.1097895173473146e+18
8428.921192770826,8428.918679113078,8432.52016568121,5.341477523801238e+17,1.1089162676848545e+18
8419.770471516977,8419.769658355219,8416.172490388753,5.3381116649583206e+17,1.1073325609351873e+18
8408.762468243553,8408.76117047009,8407.22855666186,5.325864604898996e+17,1.1046091412850396e+18
8439.758958795324,8439.75504732777,8440.512588716689,5.3602962201514854e+17,1.1122772137265603e+18
8436.341127711967,8436.34128837648,8436.851953100442,5.356847133999205e+17,1.1114656821226614e+18
8418.563031515969,8418.56060201543,8415.37541588759,5.3355401135566675e+17,1.1069109154037487e+18
8431.310753606356,8431.309467542706,8430.304908125347,5.3460225420919654e+17,1.109696818315906e+18
8435.698820387173,8435.698816292743,8433.54954149201,5.353741988560589e+17,1.1110675617693716e+18
8421.681074679684,8421.680480466603,8421.192562982442,5.336907493367964e+17,1.1074723818152091e+18
8435.933131110214,8435.931169880663,8438.26685597086,5.349825263161019e+17,1.1107077596038312e+18
8410.543116920746,8410.543115417797,8406.57353125112,5.329359056890525e+17,1.1052009365700461e+18
8430.20264245507,8430.200685755979,8427.618491738687,5.347355446735736e+17,1.1096789906208483e+18
8428.808816815372,8428.807191946831,8427.68355480802,5.3443214801212045e+17,1.1091854545583089e+18
8420.526101666212,8420.525381468517,8420.246600503011,5.3342081175847066e+17,1.1070450698091674e+18
8436.257024208864,8436.255314444337,8433.66263609631,5.356563436083068e+17,1.1114259091859726e+18
8437.111291881396,8437.10851694953,8438.472732357588,5.350248820254138e+17,1.1109109619991752e+18
8439.056597462753,8439.054373672781,8441.622395291974,5.355822857010805e+17,1.1117339251951734e+18
8432.233371208362,8432.234467530176,8433.998547079309,5.347420255838936e+17,1.10996239030407e+18
8420.327743383878,8420.32678671629,8420.350131527683,5.332573823979976e+17,1.1068546081190322e+18
8423.012813725934,8423.011061694517,8424.51484468312,5.3343433381039686e+17,1.1073973980983279e+18
8431.57132176008,8431.570349991076,8431.110921931206,5.349668726161145e+17,1.1100969701531997e+18
8435.9110673913,8435.909896216355,8434.205561321032,5.358074903311251e+17,1.1115298121616783e+18
8436.222695155175,8436.2208746538,8438.771825143152,5.3537778036817446e+17,1.1111425326214674e+18
8433.926349146817,8433.923866686291,8431.412474897095,5.359963978130348e+17,1.1114478709633718e+18
8438.008816060037,8438.005727127544,8438.662586571081,5.354446241446998e+17,1.1114532515575267e+18
8439.105102550773,8439.10464144532,8438.762646138033,5.361864993476654e+17,1.1123448340463654e+18
8435.442665281324,8435.442493533334,8436.475300625834,5.3535031738718586e+17,1.1110086394403325e+18
8436.321545431407,8436.320936979308,8437.582928305776,5.35367302602536e+17,1.11114557974247e+18
8421.652910347377,8421.650954470355,8424.644388180628,5.3332765818379904e+17,1.1071053668132411e+18
8439.204318118695,8439.201172629313,8441.697951578002,5.352127235716631e+17,1.1113845354149545e+18
8441.020114223404,8441.019366309509,8444.796993538626,5.3566517108360115e+17,1.1120849183466637e+18
8442.426324809468,8442.423129263,8443.857290901025,5.3633103599936954e+17,1.1129429118748182e+18
8424.13592246796,8424.133162197848,8424.667800426241,5.3383430777932384e+17,1.1079504686046281e+18
8420.680440873473,8420.676108583637,8424.95702121453,5.332297490011909e+17,1.1068749223577152e+18
8435.162270419827,8435.160608259805,8436.077152625372,5.3509349304223846e+17,1.1107135487812922e+18
8421.28823895396,8421.289317533783,8423.160214983529,5.329794739157186e+17,1.1067075202855153e+18
8431.319605146855,8431.318115585098,8432.671582347008,5.3451025694663366e+17,1.109605970174937e+18
8421.212411905019,8421.211673925645,8418.114177216117,5.3446281825351475e+17,1.1081806556700626e+18
8432.455484369957,8432.45275613852,8433.239412438254,5.347561439335942e+17,1.110006837081354e+18
8426.738225079942,8426.7376171875,8428.449601042674,5.3376239392750515e+17,1.1082332811685938e+18
8419.787947600184,8419.783327789144,8419.680302798934,5.335559168058681e+17,1.1070796057456172e+18
8434.95613683465,8434.95742238481,8432.804407296477,5.3512022682297056e+17,1.1107122255448845e+18
8440.693970922764,8440.69073902466,8437.709661199478,5.362632048182723e+17,1.1126385772824529e+18
8420.024252621099,8420.02200305067,8421.522852271382,5.3307794663712896e+17,1.1066337886830104e+18
8432.482007763352,8432.4827959051,8433.845309414164,5.344813494212952e+17,1.1097356470021073e+18
8418.444216143958,8418.444324382404,8419.7227672836,5.3310120356063046e+17,1.106441813152773e+18
8437.46541829835,8437.463194104414,8436.382320127748,5.3563296831232954e+17,1.1115674526136266e+18
8434.12718178141,8434.125348777421,8434.248328494266,5.352999068557713e+17,1.110778720903273e+18
8423.776238860468,8423.773828639361,8425.469444144512,5.3318597953263334e+17,1.1072530868238853e+18
8434.657251422024,8434.654293315343,8434.646952394436,5.3533273468059334e+17,1.110883889863546e+18
8436.292390094675,8436.291105295755,8439.034354368001,5.3533184991377274e+17,1.111106110663009e+18
8421.742211693014,8421.741476840802,8417.351185912605,5.337878195340969e+17,1.1075778792660612e+18
8421.652652022416,8421.649178870612,8422.49524351778,5.334246089335791e+17,1.107202335533723e+18
8420.254005285653,8420.24907136444,8416.890379173918,5.3395521446907923e+17,1.1075424778086199e+18
8436.535887116734,8436.534437783754,8437.885855338509,5.3521643171732845e+17,1.111023964640203e+18
8422.32690325026,8422.323139982356,8421.171098906501,5.337870385845257e+17,1.1076566934616563e+18
8438.971758388232,8438.971716220249,8439.69915308856,5.353756866996358e+17,1.111515787557707e+18
8435.111928028551,8435.110328701445,8433.012043948258,5.358489230877843e+17,1.1114621827554157e+18
8437.073061987425,8437.068183211288,8440.254855203253,5.354236267104826e+17,1.1113044427069349e+18
8440.012998264017,8440.011768277418,8435.019974157749,5.3653079032299066e+17,1.1128132154674833e+18
8436.09852404862,8436.097104531125,8436.41621018072,5.355937134759406e+17,1.1113415720211834e+18
8433.640247647352,8433.64251445339,8436.472377217175,5.349929188155522e+17,1.110405218463346e+18
8418.176705870866,8418.173507160607,8419.710518289143,5.330591792789211e+17,1.1063633454049207e+18
8437.978673721704,8437.975677553777,8438.489345131438,5.354359868339772e+17,1.1114405025537504e+18
8433.985708555972,8433.985329945082,8432.325200798223,5.3590490892540077e+17,1.1113644612185851e+18
8435.106626756355,8435.103294682218,8437.879191568072,5.352659184605976e+17,1.1108783338785444e+18
8423.194669090215,8423.192085147624,8424.499181548055,5.337551271474649e+17,1.1077429806598477e+18
8422.086365146717,8422.083843768454,8424.174356066398,5.336119417513904e+17,1.1074487378941215e+18
8420.168164077506,8420.166545993248,8423.22281563046,5.331204826583241e+17,1.1066958923182598e+18
8420.987763441197,8420.986160528279,8420.787347971434,5.335517939859011e+17,1.1072389505804088e+18
8437.476637451631,8437.476137028269,8439.138403328949,5.354717175675491e+17,1.1114076654586017e+18
8438.36800408326,8438.366884407169,8439.909531803874,5.351843126674664e+17,1.1112419580325603e+18
8428.316885415741,8428.31719666834,8427.970206487284,5.3443704675405434e+17,1.1091232472179293e+18
8437.78842384194,8437.787447666014,8439.444394328744,5.3529517243418995e+17,1.1112736858761155e+18
8420.500659435407,8420.499140193087,8421.26697885014,5.333758707321814e+17,1.1069966365612641e+18
8458.596977428133,8458.593411905495,8461.790776912916,5.375958872408593e+17,1.1164187235969313e+18
8431.616044700466,8431.615692421841,8426.09950395311,5.3530713897031386e+17,1.1104434629420268e+18
8417.51753296136,8417.515767564204,8415.801831683917,5.335490999443703e+17,1.1067635664537673e+18
8440.724806168435,8440.723435707889,8444.292201304495,5.355572943720177e+17,1.1119367155849352e+18
8416.966807200437,8416.965472605392,8412.168925795684,5.3321787015413664e+17,1.1063574088634653e+18
8425.523898905398,8425.520360898066,8427.044130551638,5.339322174891552e+17,1.108237554349284e+18
8432.835171097302,8432.835130364023,8430.107236988126,5.3512967430816826e+17,1.1104322590326278e+18
8433.662834359198,8433.659534837694,8435.029428413172,5.342864758786676e+17,1.1097018939480538e+18
8438.486698742496,8438.482987459647,8439.506411695813,5.3540682504282906e+17,1.1114806891908943e+18
8434.996269882093,8434.992584646969,8434.79228052208,5.355736325184396e+17,1.1111710602696119e+18
8425.125504689235,8425.12584505814,8426.839228229795,5.334585307173604e+17,1.1077095529254289e+18
8432.313622275413,8432.310765323913,8430.403748529754,5.3521018105672224e+17,1.1104415858055223e+18
8421.498854206253,8421.496841429722,8421.119238891823,5.3368014641593696e+17,1.1074369465668973e+18
8427.327114364141,8427.325952980533,8427.738266568707,5.346375807279092e+17,1.1091887949480823e+18
8432.827081049127,8432.828063800884,8427.397564768273,5.3554914591112486e+17,1.110850693689417e+18
8419.82740908952,8419.826715648313,8418.256952675605,5.336700768084845e+17,1.1071991778668947e+18
8436.862373066724,8436.860298352305,8437.946976488172,5.357950722865805e+17,1.1116471790629664e+18
8434.82293925064,8434.820337311645,8437.420813810255,5.3455367542961075e+17,1.110127378105397e+18
8417.663879300222,8417.661560299544,8415.905534153444,5.33366674124267e+17,1.1066010735892447e+18
8416.809648502538,8416.808122337847,8418.493461603726,5.3281960116432634e+17,1.1059375769278854e+18
8428.853255035874,8428.851387773775,8423.35574352856,5.348522549898434e+17,1.1096117301703556e+18
8440.066750072932,8440.063880126516,8439.667346442351,5.3549501631852525e+17,1.1117846679635479e+18
8422.81792565759,8422.813543035321,8419.776944344558,5.340475645033535e+17,1.1079841812630167e+18
8438.03768089611,8438.038437529147,8438.066555449615,5.352620647284046e+17,1.1112746484709135e+18
8436.48094467629,8436.480435022186,8435.463705751452,5.358956051946801e+17,1.1116956969804639e+18
8436.904525223928,8436.901271415201,8436.931416425885,5.357143795915313e+17,1.1115722667286354e+18
8423.236951704264,8423.23561870107,8425.363704828396,5.331487444450633e+17,1.1071423402132916e+18
8434.35627889603,8434.353087286054,8433.521996514732,5.356770392608902e+17,1.1111871409902195e+18
8433.174167511843,8433.17342359134,8436.398562072989,5.3483130847339226e+17,1.1101800005140058e+18
8418.95295293634,8418.952917656632,8418.245015756906,5.332956513109083e+17,1.106705607462487e+18
