weighted_cosine_rank1,amplitude_correlation,median_relative_error,rq_alignment_median_abs_diff,residual_ks_statistic,residual_ks_pvalue,sigma_obs,sigma_pred,sigma_relative_error,shapiro_pvalue,empca_iterations
0.9999952429989809,0.9999986019638476,1.0498021296135452e-05,0.9524219386112236,0.13020833333333334,0.0029461690348015286,10.919984311126663,9.902064076918059e-06,0.9999990932162726,8.062553229215563e-12,14
