tau_decay,cosine_squared,of_estimate_for_unit_shape
1000000.0,0.9168639089623453,0.7766726960567455
1500000.0,0.9654915352991819,0.8672655109989058
2000000.0,0.9880339322287438,0.9272368145685033
2500000.0,0.9975807592628827,0.9693211657125896
3000000.0,1.0000000000000004,1.0
3500000.0,0.9983017010161062,1.0229953213943608
4000000.0,0.9941628586497608,1.0406047249214405
4500000.0,0.9885713501576311,1.0543205991205626
5000000.0,0.982132504317438,1.0651508670545116
