epoch,train_loss,eval_loss,weighted_residual_mean,reconstruction_mse
28,1.062561979995337e+19,1.0625831058895852e+19,1.0625831058895852e+19,31184490.6
29,1.0625576454761644e+19,1.0625786473699344e+19,1.0625786473699344e+19,31184478.9
30,1.0625566986744848e+19,1.062575062962028e+19,1.062575062962028e+19,31184466.5
31,1.062556990655906e+19,1.0625731992898187e+19,1.0625731992898187e+19,31184438.2
32,1.062552544963891e+19,1.062572962894819e+19,1.062572962894819e+19,31184444.5
33,1.0625505768380772e+19,1.0625702251108657e+19,1.0625702251108657e+19,31184432.4
34,1.0625590943881538e+19,1.0625643262309827e+19,1.0625643262309827e+19,31184427.7
35,1.0625441361432977e+19,1.0625628693780759e+19,1.0625628693780759e+19,31184431.7
36,1.0625451171520055e+19,1.0625631222657503e+19,1.0625631222657503e+19,31184416.2
37,1.0625413751474323e+19,1.0625606538621458e+19,1.0625606538621458e+19,31184422.2
38,1.0625348269448493e+19,1.0625549803821466e+19,1.0625549803821466e+19,31184398.9
39,1.0625333755895005e+19,1.062552748373542e+19,1.062552748373542e+19,31184374.2
40,1.0625300819413357e+19,1.0625467835229614e+19,1.0625467835229614e+19,31184390.6
41,1.0625194569939724e+19,1.0625449363434269e+19,1.0625449363434269e+19,31184356.4
42,1.0625225710552383e+19,1.0625427758030782e+19,1.0625427758030782e+19,31184342.7
43,1.062522409793533e+19,1.0625398126192415e+19,1.0625398126192415e+19,31184341.3
44,1.0625157907335336e+19,1.062538410741916e+19,1.062538410741916e+19,31184329.1
45,1.0625148512619317e+19,1.0625371353084277e+19,1.0625371353084277e+19,31184294.5
46,1.0625186177000966e+19,1.06253730573273e+19,1.06253730573273e+19,31184300.4
47,1.0625157699649806e+19,1.0625373497131952e+19,1.0625373497131952e+19,31184262.3
48,1.0625195877136882e+19,1.0625385976588927e+19,1.0625385976588927e+19,31184253.6
49,1.062519207771337e+19,1.0625370253572649e+19,1.0625370253572649e+19,31184241.8
50,1.0625121037045418e+19,1.0625376520788929e+19,1.0625376520788929e+19,31184233.5
51,1.062517464434567e+19,1.0625351012119163e+19,1.0625351012119163e+19,31184227.7
52,1.0625186384686496e+19,1.0625392628634276e+19,1.0625392628634276e+19,31184208.4
53,1.0625173899121123e+19,1.0625361237577302e+19,1.0625361237577302e+19,31184173.4
54,1.0625180190770993e+19,1.0625333584859863e+19,1.0625333584859863e+19,31184198.1
55,1.062513610035472e+19,1.0625273441573825e+19,1.0625273441573825e+19,31184184.2
56,1.0625104898658083e+19,1.0625288010102893e+19,1.0625288010102893e+19,31184154.9
57,1.0625120878227073e+19,1.062529779575638e+19,1.062529779575638e+19,31184133.3
58,1.0625033137199176e+19,1.0625259972556384e+19,1.0625259972556384e+19,31184110.0
59,1.0625081295808473e+19,1.0625260357385454e+19,1.0625260357385454e+19,31184077.1
60,1.0625027993928116e+19,1.0625261182019174e+19,1.0625261182019174e+19,31184073.3
61,1.0624983475923988e+19,1.0625229626035458e+19,1.0625229626035458e+19,31184062.3
62,1.062497383687205e+19,1.0625186085374996e+19,1.0625186085374996e+19,31184028.0
63,1.0624913046095831e+19,1.0625133363792445e+19,1.0625133363792445e+19,31183999.7
64,1.0624888233783431e+19,1.0625085699963382e+19,1.0625085699963382e+19,31183980.6
65,1.0624830497206176e+19,1.0625036661744783e+19,1.0625036661744783e+19,31183954.6
66,1.0624829238876203e+19,1.0624991196938973e+19,1.0624991196938973e+19,31183942.3
67,1.0624745468306962e+19,1.062498630411223e+19,1.062498630411223e+19,31183940.9
68,1.0624871741109015e+19,1.0624953648616886e+19,1.0624953648616886e+19,31183919.9
69,1.0624730136228153e+19,1.0624940179599446e+19,1.0624940179599446e+19,31183874.5
70,1.062479958871264e+19,1.0624956122518049e+19,1.0624956122518049e+19,31183843.1
71,1.062472317265451e+19,1.0624877067632011e+19,1.0624877067632011e+19,31183822.9
72,1.0624718066033838e+19,1.0624839189456433e+19,1.0624839189456433e+19,31183802.9
73,1.062457340695401e+19,1.0624756561157607e+19,1.0624756561157607e+19,31183773.0
74,1.0624605671511888e+19,1.0624729238293656e+19,1.0624729238293656e+19,31183777.0
75,1.0624410373813203e+19,1.062466051881692e+19,1.062466051881692e+19,31183804.0
76,1.0624434245432322e+19,1.0624623905079716e+19,1.0624623905079716e+19,31183784.1
77,1.0624449357608806e+19,1.0624610436062276e+19,1.0624610436062276e+19,31183785.8
78,1.0624421210111136e+19,1.0624580639297163e+19,1.0624580639297163e+19,31183788.2
79,1.0624342912666442e+19,1.0624486246223917e+19,1.0624486246223917e+19,31183778.7
80,1.0624233865546557e+19,1.062444512448904e+19,1.062444512448904e+19,31183760.3
