metric,correct_metric_full_coverage,wrong_metric_full_coverage,correct_metric_restricted_coverage,wrong_metric_restricted_coverage
weighted_residual,1.0,1.0228157681328862,1.002463411626429,1.009995955455851
amplitude_rmse,1.0,1.125610138995434,1.1568935274391055,1.1872239751173461
timing_rmse,1.0,0.7813589400879158,0.9989189617669816,0.9989189617669816
position_rmse,1.0,1.597569213669552,1.647823795988218,1.647823795988218
