regime,distortion_level,nfpa_weighted_residual,empca_weighted_residual,nfpa_reconstruction_mse,empca_reconstruction_mse,mean_principal_angle_deg,max_principal_angle_deg,nfpa_final_train_chi2
separable,0.0,0.9958811521344365,0.9970207832452279,0.00010477563182667727,0.00011854904128619387,3.054525866065542,3.054525866065542,0.997895826093841
mild_nonseparable,0.4,1.0021880033257693,1.0036238009356913,0.00015636999453216507,0.0001783598595302349,2.9952575545227007,2.9952575545227007,0.9941835275530952
strong_nonseparable,0.8,0.9989236109873232,0.9997015341537842,0.00018451606598595937,0.00020066181279158524,2.9448857304331995,2.9448857304331995,0.9994699878444351
