noise_type,mean_principal_angle_deg,max_principal_angle_deg,min_principal_cosine
white,2.98870508681235,11.872275861549197,0.9786086481104533
pink,5.739273668419792,20.746972299397754,0.9351539303036523
brownian,13.249731168038771,49.80602146825614,0.6453774134384551
