epoch,train_loss,eval_loss,weighted_residual_mean,reconstruction_mse
1,905285851.7333333,158892750.4,158892750.4,71259568.4
2,118256296.44444445,74004323.6,74004323.6,81372802.4
3,89592035.82222222,109326980.4,109326980.4,85178364.0
4,80442157.24444444,34163778.0,34163778.0,86106340.4
5,88153253.2,91022738.4,91022738.4,84963835.6
6,62910512.177777775,29824252.6,29824252.6,84099086.8
7,64457024.4,58141327.2,58141327.2,81560560.4
8,45330532.46666667,25549342.6,25549342.6,78902526.4
9,40400268.755555555,44710592.4,44710592.4,76515906.8
10,35306377.51111111,31174730.9,31174730.9,73430325.6
11,31148297.244444445,26786978.1,26786978.1,70643659.2
12,28501611.8,23569576.7,23569576.7,67843480.8
13,28076010.377777778,24943571.7,24943571.7,64996720.0
14,22854270.355555557,18305234.2,18305234.2,61642178.2
15,20940466.633333333,20530398.2,20530398.2,60027970.8
16,19302039.411111113,17304697.0,17304697.0,57126418.8
17,17624660.744444445,14973742.3,14973742.3,55550235.8
18,17414984.933333334,13621008.55,13621008.55,53013445.2
19,15512688.388888888,13928367.75,13928367.75,51037286.2
20,14215968.48888889,12449259.35,12449259.35,49188680.4
21,12910065.133333333,11107794.9,11107794.9,47781589.2
22,12182624.577777777,11486099.25,11486099.25,46079333.0
23,12382245.422222223,10345345.95,10345345.95,44673871.8
24,10811601.633333333,11610069.9,11610069.9,43222972.8
25,11064154.777777778,9517876.2,9517876.2,41826484.2
26,9610993.116666667,8156689.2,8156689.2,40969941.8
27,9509452.105555555,9739126.15,9739126.15,39886745.0
28,8483261.894444445,5581620.875,5581620.875,38864756.6
29,8753326.08888889,7801641.85,7801641.85,37776730.6
30,7714613.544444445,5170092.475,5170092.475,37138415.6
31,41626437.494444445,13980306.75,13980306.75,33383586.7
32,13706601.577777777,7097722.925,7097722.925,33257724.2
33,5982026.45,5551212.9,5551212.9,32938502.5
34,5606961.15,7086237.55,7086237.55,32641190.2
35,5477010.061111111,4269311.175,4269311.175,32241507.0
36,5285643.277777778,7792484.55,7792484.55,31912337.5
37,5442127.272222222,3771167.8875,3771167.8875,31500811.1
38,7163248.430555556,6933645.125,6933645.125,31038396.9
39,5148139.763888889,3841692.9875,3841692.9875,30625802.9
40,5665822.472222222,5687897.825,5687897.825,30222159.9
41,4618511.35,3576801.375,3576801.375,29868649.3
42,4575367.363888889,6971325.675,6971325.675,29646221.6
43,4555206.330555555,4608420.3,4608420.3,29231548.4
44,4083184.730555556,5406810.375,5406810.375,28925036.4
45,4209253.941666666,2847073.375,2847073.375,28616203.7
46,4358614.370833334,6783614.0,6783614.0,28303984.6
47,6255235.319444444,3630850.1375,3630850.1375,27910186.2
48,5157738.755555555,5865942.225,5865942.225,27579765.9
49,4318262.377777778,3524588.85,3524588.85,27291209.3
50,7119807.438888889,89698223.6,89698223.6,28079723.3
51,14448253.802777778,12292851.0,12292851.0,26281968.5
52,4858527.191666666,3482066.2,3482066.2,26162948.8
53,3470673.422222222,2405022.1,2405022.1,25970117.0
54,3373695.3819444445,4195412.2,4195412.2,25804120.8
55,3432076.363888889,1848223.05,1848223.05,25611690.3
56,3470360.5888888887,5125856.725,5125856.725,25449709.4
57,4488355.423611111,3624474.325,3624474.325,25227650.0
58,3264797.05,3829929.7375,3829929.7375,25077083.4
59,3227552.426388889,1993994.9875,1993994.9875,24866667.3
60,3117909.4736111113,3810672.4375,3810672.4375,24739348.2
61,3135626.466666667,1904011.91875,1904011.91875,24523089.5
62,3091445.168055556,2696077.65,2696077.65,24368343.1
63,2920295.4194444446,1999432.81875,1999432.81875,24240111.4
64,2913909.6847222224,3622381.1625,3622381.1625,24061700.1
65,3032502.2083333335,1644386.59375,1644386.59375,23931642.0
66,4158459.7722222223,5920691.3,5920691.3,23795699.0
67,3662504.011111111,1948945.95,1948945.95,23664753.1
68,3861586.6569444444,3153003.0625,3153003.0625,23554361.9
69,2740018.811111111,1703050.8875,1703050.8875,23491211.1
70,2967345.933333333,3546631.1625,3546631.1625,23529270.6
71,3847846.1416666666,3296062.825,3296062.825,23482346.8
72,2651184.341666667,2175904.775,2175904.775,23468563.3
73,36451581.27916667,11432388.15,11432388.15,23272877.9
74,5779002.723611111,2842664.5625,2842664.5625,23250764.1
75,2610346.2666666666,2290785.875,2290785.875,23293639.5
