epoch,train_loss,eval_loss,weighted_residual_mean,reconstruction_mse
1,29923517.31111111,26707522.307692308,9.727291494581866e+18,26707522.307692308
2,nan,nan,nan,nan
3,nan,nan,nan,nan
4,nan,nan,nan,nan
5,nan,nan,nan,nan
6,nan,nan,nan,nan
7,nan,nan,nan,nan
8,nan,nan,nan,nan
9,nan,nan,nan,nan
10,nan,nan,nan,nan
11,nan,nan,nan,nan
