epoch,train_loss,eval_loss,weighted_residual_mean,reconstruction_mse
1,7444614.497894965,46465.42578125,336376000.0,46465.42578125
2,38543.80182291667,46565.2177734375,106304784.8,46565.2177734375
3,43650.03265652127,77129.241796875,89540521.2,77129.241796875
4,115471.904554579,108688.58828125,68963995.6,108688.58828125
5,88430.9951256646,137763.8421875,174158712.0,137763.8421875
6,81995.31143731011,7598.754809570312,99414805.6,7598.754809570312
7,28952.56378173828,4873.737841796875,11295691.35,4873.737841796875
8,30950.83787841797,7481.226293945312,6312351.0,7481.226293945312
9,40693.55477413601,35970.8302734375,189012727.2,35970.8302734375
10,11566.544163004557,21720.4263671875,5578480.35,21720.4263671875
11,8921.837790256077,5882.534228515625,2164956.7875,5882.534228515625
12,9955.279117499458,3959.2617431640624,3231686.4875,3959.2617431640624
13,8239.747471788194,1832.0547302246093,1288135.00625,1832.0547302246093
14,11222.013388824464,8946.186474609374,2678490.875,8946.186474609374
15,9549.508358764648,421.16808624267577,1098215.05625,421.16808624267577
16,13712.597442118327,9640.882421875,14793774.8,9640.882421875
17,7822.6272189670135,3536.1083862304686,1314866.01875,3536.1083862304686
18,9246.194184027778,4733.179516601563,3363299.425,4733.179516601563
19,7908.3908908420135,1651.5830322265624,942404.315625,1651.5830322265624
20,9138.213250223796,7152.394384765625,1387636.65625,7152.394384765625
21,8229.861707221136,1097.4262634277343,825723.23125,1097.4262634277343
22,8578.956380038791,10035.42939453125,3011459.025,10035.42939453125
23,9183.358978271484,674.7114929199219,3434743.9875,674.7114929199219
24,7460.356312391493,10840.632861328126,2402899.1,10840.632861328126
25,9281.688535393609,826.310092163086,2970063.1625,826.310092163086
