run_id,detector,status,random_median_ratio,random_min_ratio,random_max_ratio,random_gate_passed,chronological_median_ratio,chronological_min_ratio,chronological_max_ratio,chronological_gate_passed,event_score_uncalibrated,empirical_injection_snr
20260622T175125Z_b169c1f595a4,H1,failed_acceptance,1.9858339640020544,1.3963594272984852,7.165953113318131,False,3.1832544336702853,1.549103756552561,10.480412142095492,False,6.6355174145324884,2.3963519834330556
20260622T175125Z_b169c1f595a4,L1,failed_acceptance,1.263179235326755,1.2091119324713164,3.0930747984435967,False,2.9640676679520137,1.973459421677745,7.619164823697864,False,-0.2893303297827639,6.434704603244665
